item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,Note,UpdateStatus
335461170434,Barry Sanders 1992 Classic NFL Game #26 Detroit Lions,5.99,,,,No solds | No actives | No data,
235629217705,Josh Allen 2022 Zenith Retail #1 Buffalo Bills,1.5,1.94,1.69,1.6,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
335462630990,Josh Allen 2019 Panini Rookies & Stars #7 Buffalo Bills,2.0,3.05,2.25,2.15,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
335462631003,Josh Allen 2023 Panini Select Draft Picks Unstoppable #UN-17 Wyoming Cowboys,1.6,2.69,1.79,1.7,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 0.95× active median | Confidence 1.00,
335462783334,Jalen Hurts 2023 Panini Prestige Any Given Sunday #AGS-13 Philadelphia Eagles,1.49,1.95,1.5,1.49,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
235634095441,Bo Jackson 1994 Bowman #535 California Angels,2.39,3.17,2.5,2.39,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
335467022916,Bo Jackson 1988 Topps Jackson All Alone #325 Los Angeles Raiders,2.65,3.79,2.8,2.65,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
335467022948,Bo Jackson 1990 Bo Knows (Purple Teal & White Border) #NNO Kansas City Royals,2.15,3.5,2.25,2.15,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 0.95× active median | Confidence 1.00,
335467023313,Eli Manning 2008 SPx Die-Cut #38 New York Giants,2.99,2.98,,2.85,Browse BIN | Browse BIN | No actives | Capped at 0.95× sold median | Confidence 0.33,
235635240107,Marshall Faulk 2001 Upper Deck Rookie F/X #71 St. Louis Rams HOF,1.99,1.99,,1.89,Browse BIN | Browse BIN | No actives | Capped at 0.95× sold median | Confidence 0.33,
335468039724,Deion Sanders 1996 Playoff Prime #110 Dallas Cowboys,1.75,2.24,1.95,1.85,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
235636872788,Derek Loville 1996 Playoff Prime X's and O's #195 San Francisco 49ers,1.79,,,,No solds | No actives | No data,
235636872791,Champ Bailey 1999 Press Pass X's and O's #XO3 Georgia Bulldogs,1.79,2.49,1.88,1.79,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
235636872793,Amos Zereoue 1999 SkyBox E-X Century #62 RC Pittsburgh Steelers,1.99,,,,No solds | No actives | No data,
335472906001,Will Anderson Jr. 2023 Donruss The Rookies #1 Houston Texans,1.85,2.74,1.95,1.85,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 0.95× active median | Confidence 1.00,
335475352217,Will Anderson Jr. 2023 Panini Prestige Xtra Points Diamond #387 Houston Texans,1.89,3.49,1.99,1.89,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 0.95× active median | Confidence 1.00,
235644516778,Derek Jeter 1999 Topps #85 New York Yankees,1.99,2.5,1.99,1.89,Browse BIN | Browse BIN | Capped at 0.95× active median | Confidence 1.00,
