item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,Note,UpdateStatus
236428021225,Malik Sealy 1996-97 Flair Showcase Flair Showcase Row 0 #77 Los Angeles Clippers,3.6,4.87,3.6,3.6,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,
236428021226,Steve Nash 2007-08 Topps 1957-58 Variations Gold SN #13 #/2007 Phoenix Suns,9.25,,,,No solds | No actives | No data,
236428021234,Latrell Sprewell 1999-00 Metal Scoring Magnets #8SM New York Knicks,3.1,3.1,3.1,3.1,Browse BIN | Browse BIN | Confidence 1.00,
236428021235,Glen Rice 1996-97 Flair Showcase Flair Showcase Row 0 #44 Charlotte Hornets,9.89,11.99,9.89,9.89,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,
236428021242,Tim Hardaway 1995-96 Ultra Gold Medallion #58 Golden State Warriors,4.95,10.0,4.95,4.95,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 1.00× active median | Confidence 1.00,
236428021251,Tracy McGrady 1997-98 Topps Chrome RC #125 Toronto Raptors,7.79,14.99,6.98,6.99,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
236428021254,Marcus Camby 1997-98 Topps Chrome Destiny #D11 Toronto Raptors,2.6,3.42,1.69,1.69,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
336263123764,Grant Hill 1995-96 Hoops Grant Hill Slams #S5 Detroit Pistons,3.5,3.62,2.59,2.59,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
336263123765,Grant Hill 1999-00 Topps Highlight Reels #HR7 Detroit Pistons,3.45,3.4,2.45,2.45,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
336263123767,Grant Hill 1995-96 Hoops Grant Hill Slams #S4 Detroit Pistons,3.5,3.74,3.5,3.5,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,
336263123768,Grant Hill 1995-96 SkyBox Premium Standouts Hobby #SH6 Detroit Pistons,7.5,7.5,7.5,7.5,Browse BIN | Browse BIN | Confidence 1.00,
336263123773,Grant Hill 1994-95 Finest Collegiate Best #200 Detroit Pistons,4.2,3.45,2.99,2.99,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
336263123774,Lamar Odom 1999-00 Metal RC #151 Los Angeles Clippers,2.8,2.8,1.95,1.95,Browse BIN | Browse BIN | Sold>>Active guardrail (possible refractors) | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
336263123775,Horace Grant 1996-97 Flair Showcase Flair Showcase Row 0 #88 Orlando Magic,5.5,6.72,5.48,5.49,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,
336263123777,Detlef Schrempf 1996-97 Flair Showcase Flair Showcase Row 0 #83 SuperSonics,6.75,9.0,6.75,6.75,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,
336263123781,Allan Houston 1996-97 Flair Showcase Flair Showcase Row 0 #71 New York Knicks,6.95,6.48,5.24,5.25,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
336263123784,Rik Smits 1996-97 Flair Showcase Flair Showcase Row 0 #75 Indiana Pacers,5.45,5.47,3.99,3.99,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
336263123786,Reggie Miller 2000-01 Topps Gold Label Class 2 #43 Indiana Pacers,6.65,5.07,,5.09,Browse BIN | Browse BIN | No actives | Confidence 0.67,Updated successfully (business policy warning only)
336263123787,Jason Kidd 1996-97 Finest Heirs #248 Dallas Mavericks,2.99,2.99,,2.99,Browse BIN | Browse BIN | No actives | Confidence 0.33,
336263123788,Brevin Knight 1997-98 Bowman's Best Preview Atomic Refractors #BBP16 Cavaliers,11.6,11.6,,11.6,Browse BIN | Browse BIN | No actives | Confidence 0.33,
336263123792,Marcus Camby 1996-97 Topps Chrome Youthquake #YQ7 Toronto Raptors,5.5,3.99,3.9,3.9,Browse BIN | Browse BIN | Capped at 1.00× active median | Confidence 1.00,Updated successfully (business policy warning only)
